id,name,cate_id,cate_name,scate_id,scate_name,sale_price,limit_price,unit,spec,supplier_id,supplier_name,status
9005,穆香源冻牛舌25kg/箱,7,水产肉类,40,牛肉类,2140.35,2147,箱,25kg/箱,2,,1
13669,穆香源精品冻肥牛砖25kg/箱,7,水产肉类,40,牛肉类,1972.5,1978.63,箱,25kg/箱,2,,1
14403,卓宸鲜精修牛腩丁2.5kg*8袋/箱,7,水产肉类,40,牛肉类,1689.75,1695,箱,2.5kg*8袋/箱,2,,1
14402,卓宸鲜牛腩块2.5kg*8袋/箱,7,水产肉类,40,牛肉类,1622.16,1627.2,箱,2.5kg*8袋/箱,2,,1
14397,卓宸鲜牛腰窝4-6kg/袋20kg/箱,7,水产肉类,40,牛肉类,1441.92,1446.4,箱,20kg/箱,2,,1
14400,卓宸鲜牛后腿肉块2.5kg*8袋/箱,7,水产肉类,40,牛肉类,1441.92,1446.4,箱,2.5kg*8袋/箱,2,,1
14404,卓宸精品鲜牛肉馅2.5kg*8袋/箱,7,水产肉类,40,牛肉类,1306.74,1310.8,箱,2.5kg*8袋/箱,2,,1
14393,卓宸冻牛碎肉2.5kg*8袋/箱,7,水产肉类,40,牛肉类,968.79,971.8,箱,2.5kg*8袋/箱,2,,1
19512,菽麦道麻辣水煮调味料1kg*18袋/桶,8,油料类,52,汁料类,910.8,935.64,桶,1kg*18袋/桶,2,,1
20509,福成西冷牛排150g*60袋/箱,1,半成品及制成品,17,速冻料理,891.0,915.3,箱,150g*60袋/箱,2,,1
9344,穆香源冻羊肉片10kg/箱,7,水产肉类,43,羊肉类,878.67,881.4,箱,10kg/箱,2,,1
16631,中水海中金墨鱼仔10kg/箱,7,水产肉类,42,水产类,878.67,881.4,箱,10kg/箱,2,,1
16940,中水海中金虾仁（31-40）15-17%冰衣，10kg/箱,7,水产肉类,42,水产类,856.14,858.8,箱,10kg/箱,2,,1
19513,菽麦道老汤焖炖酱1kg*18袋/桶,8,油料类,52,汁料类,831.6,854.28,桶,1kg*18袋/桶,2,,1
19510,菽麦道南乳烧肉调味料1kg*18袋/桶,8,油料类,52,汁料类,831.6,854.28,桶,1kg*18袋/桶,2,,1
19511,菽麦道秘制剁椒酱1kg*18袋/桶,8,油料类,52,汁料类,811.8,833.94,桶,1kg*18袋/桶,2,,1
13297,海和无骨红鱼切身10kg/箱,7,水产肉类,42,水产类,811.08,813.6,箱,10kg/箱,2,,1
9012,窦店益生冻肥牛片10kg/箱,7,水产肉类,40,牛肉类,811.08,813.6,箱,10kg/箱,2,,1
8999,穆香源冻肥牛片10kg/箱,7,水产肉类,40,牛肉类,811.08,813.6,箱,10kg/箱,2,,1
16629,中水海中金蝴蝶汉虾10kg/箱,7,水产肉类,42,水产类,811.08,813.6,箱,10kg/箱,2,,1
16716,窦店益生冻羊肉片10kg/箱,7,水产肉类,43,羊肉类,811.08,813.6,箱,10kg/箱,2,,1
19515,菽麦道爆炒酱1kg*18袋/桶,8,油料类,52,汁料类,772.2,793.26,桶,1kg*18袋/桶,2,,1
17826,福成菲力牛排150g*60袋/箱,1,半成品及制成品,17,速冻料理,745.8,766.14,箱,150g*60袋/箱,2,,1
16643,海和深海无骨鲅鱼10kg/箱,7,水产肉类,42,水产类,743.49,745.8,箱,10kg/箱,2,,1
13298,海和鳕鱼切身10kg/箱,7,水产肉类,42,水产类,720.96,723.2,箱,10kg/箱,2,,1
9356,穆香源冻羔羊肋排块10kg/箱,7,水产肉类,43,羊肉类,690.54,692.69,箱,10kg/箱,2,,1
19514,菽麦道红烧酱1kg*18袋/桶,8,油料类,52,汁料类,673.2,691.56,桶,1kg*18袋/桶,2,,1
15391,中水南美白虾（30-40）1.65kg*6盒/箱,7,水产肉类,42,水产类,615.07,616.98,箱,1.65kg*6盒/箱,2,,1
13632,鲁花5S压榨一级花生油5L*4瓶/箱,8,油料类,51,食用油,611.6,628.28,箱,5L*4瓶/箱,2,,1
19709,福成黑椒牛柳10kg/箱,1,半成品及制成品,17,速冻料理,594.0,610.2,箱,10kg/箱,2,,1
19428,奥昆蛋黄酥饼胚（红豆味）9.75kg/箱,1,半成品及制成品,18,速冻面点,592.9,609.07,箱,9.75kg/箱,2,,1
16942,中水海中金翡翠虾仁，15-17%冰衣，500g*12袋/箱,7,水产肉类,42,水产类,574.52,576.3,箱,12袋/箱,2,,1
17799,福成鲜到家蚝油牛肉片1kg*10袋/箱,1,半成品及制成品,17,速冻料理,572.0,587.6,箱,1kg*10袋/箱,2,,1
13103,大红门鸡翅中（50-60g）10kg/箱,7,水产肉类,41,禽肉类,557.62,559.35,箱,10kg/箱,2,,1
9361,大红门（五肉联）冻肋排10kg/箱,7,水产肉类,44,猪肉类,551.2,552.91,箱,10kg/箱,2,,1
18349,天云丰白芸豆20kg/袋,5,米粮类,31,杂粮,537.84,542.4,袋,20kg/袋,2,,1
13684,鹏程冻25KG箱卷四号25kg/箱,7,水产肉类,44,猪肉类,524.86,526.49,箱,25kg/箱,2,,1
16947,中水海中金虾仁31-40（无保水剂）15-17%冰衣,7,水产肉类,42,水产类,523.82,525.45,箱,5kg/箱,2,,1
16630,中水海中金鲷鱼片10kg/箱,7,水产肉类,42,水产类,518.19,519.8,箱,10kg/箱,2,,1
13680,鹏程冻猪蹄块10kg/箱,7,水产肉类,44,猪肉类,509.45,511.03,箱,10kg/箱,2,,1
16964,中水海中金去头小黄鱼（去头、腮）10kg/箱,7,水产肉类,42,水产类,478.76,480.25,箱,10kg/箱,2,,1
13682,鹏程冻带筋猪蹄10kg/箱,7,水产肉类,44,猪肉类,475.65,477.13,箱,10kg/箱,2,,1
19508,菽麦道糖醋小排调味料1kg*12袋/箱,8,油料类,52,汁料类,475.2,488.16,箱,1kg*12袋/箱,2,,1
16939,中水海中金虾仁（26-30）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,456.23,457.65,箱,5kg/箱,2,,1
20436,晋之坊去皮花生米25kg/袋,5,米粮类,31,杂粮,453.99,457.84,袋,25kg/袋,2,,1
16916,中水海中金狭鳕鱼柳(明太鱼)（无保水剂）10kg/箱,7,水产肉类,42,水产类,450.6,452,箱,10kg/箱,2,,1
18772,安井丸之尊鱼籽福袋2.5kg*4袋/箱,1,半成品及制成品,17,速冻料理,440.0,452,箱,2.5kg*4袋/箱,2,,1
18120,安佳无盐黄油5kg/块,6,其他食材,34,烘焙食材,429.02,440.72,块,5kg/块,2,,1
19509,菽麦道蔬菜调味料1kg*12袋/箱,8,油料类,52,汁料类,426.8,438.44,箱,1kg*12袋/箱,2,,1
18074,天云丰红皮花生米25kg/袋,5,米粮类,31,杂粮,424.45,428.04,袋,25kg/袋,2,,1
19976,晋之坊红小豆（小珍珠）25kg/袋,5,米粮类,31,杂粮,420.19,423.75,袋,25kg/袋,2,,1
18419,晋之坊白沙花生米25kg/袋,5,米粮类,31,杂粮,411.78,415.28,袋,25kg/袋,2,,1
9357,穆香源冻半肉羊蝎子块10kg/箱,7,水产肉类,43,羊肉类,405.54,406.8,箱,10kg/箱,2,,1
19784,古福黑木耳100g*30袋/箱,4,干货类,26,干货类,401.94,412.9,箱,100g*30袋/箱,2,,1
17989,车轮黄油16kg/桶,6,其他食材,34,烘焙食材,401.5,412.45,桶,16kg/桶,2,,1
16938,中水海中金虾仁（41-50）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,399.91,401.15,箱,5kg/箱,2,,1
16941,中水海中金虾仁（51-60）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,394.28,395.5,箱,5kg/箱,2,,1
20285,雪景绵白糖50kg/袋,8,油料类,48,干料类,390.5,401.15,袋,50kg/袋,2,,1
13681,鹏程冻精五花块（大）10kg/箱,7,水产肉类,44,猪肉类,389.05,390.26,箱,10kg/箱,2,,1
16971,正大煲汤老母鸡1.25kg*8只/箱,7,水产肉类,41,禽肉类,387.52,388.72,箱,1.25kg*8只/箱,2,,1
13104,大红门鸡爪10kg/箱,7,水产肉类,41,禽肉类,377.38,378.55,箱,10kg/箱,2,,1
19978,晋之坊绿豆25kg/袋,5,米粮类,31,杂粮,376.78,379.97,袋,25kg/袋,2,,1
19591,晋之坊红小豆25kg/袋,5,米粮类,31,杂粮,376.49,379.68,袋,25kg/袋,2,,1
13679,鹏程冻排骨块（小）10kg/箱,7,水产肉类,44,猪肉类,373.55,374.71,箱,10kg/箱,2,,1
16970,恒享小海带头小黄鱼（去鳃去肚）（50/60）4.25kg*2,7,水产肉类,42,水产类,371.75,372.9,件,4.25kg*2袋,2,,1
9089,正大冻鸡全翅10kg/箱,7,水产肉类,41,禽肉类,371.75,372.9,箱,10kg/箱,2,,1
16937,中水海中金虾仁（61-70）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,371.75,372.9,箱,5kg/箱,2,,1
20385,天云丰小薏米25kg/袋,5,米粮类,31,杂粮,369.77,372.9,袋,25kg/袋,2,,1
19421,立高奥昆速冻鲜花饼10.4kg/箱,1,半成品及制成品,18,速冻面点,366.3,376.29,箱,10.4kg/箱,2,,1
9393,福成冻牛肋条（A腹肉条）2.5kg/袋,7,水产肉类,40,牛肉类,366.11,367.25,袋,2.5kg/袋,2,,1
16943,中水海中金虾仁（71-90）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,366.11,367.25,箱,5kg/箱,2,,1
19179,红梅味精40目25kg/袋,8,油料类,48,干料类,363.0,372.9,袋,25kg/袋,2,,1
16936,中水海中金虾仁（91-110）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,354.85,355.95,箱,5kg/箱,2,,1
19252,安琪酵母（耐高糖）500g*20袋/箱,8,油料类,48,干料类,352.0,361.6,箱,500g*20袋/箱,2,,1
19867,派对国王草莓慕斯25g*60块（每块3cm*4cm）/盒,6,其他食材,36,食品零食,351.78,361.37,盒,60块/盒,2,,1
19871,派对国王芒果慕斯25g*60块（每块3cm*4cm）/盒,6,其他食材,36,食品零食,351.78,361.37,盒,60块/盒,2,,1
19872,派对国王蓝莓慕斯30g*60块（每块3cm*4cm）/盒,6,其他食材,36,食品零食,351.78,361.37,盒,60块/盒,2,,1
19873,派对国王奶油小方块20g*60块（无草莓装饰）（每块3cm*3cm）/盒,6,其他食材,36,食品零食,351.78,361.37,盒,60块/盒,2,,1
19874,派对国王黑森林蛋糕20g*60块（每块3cm*4cm）/盒,6,其他食材,36,食品零食,351.78,361.37,盒,60块/盒,2,,1
19875,派对国王红丝绒20g*60块（每块3cm*4cm）/盒,6,其他食材,36,食品零食,351.78,361.37,盒,60块/盒,2,,1
17722,台港鸡翅包饭900g*10袋/箱,1,半成品及制成品,17,速冻料理,349.8,359.34,箱,900g*10袋/箱,2,,1
20536,尽美阿拉伯烤肉串1kg*10袋/箱,1,半成品及制成品,17,速冻料理,349.8,359.34,箱,1kg*10袋/箱,2,,1
16935,中水海中金虾仁（111-130）15-17%冰衣，5kg/箱,7,水产肉类,42,水产类,349.22,350.3,箱,5kg/箱,2,,1
20382,天云丰红小豆25kg/袋,5,米粮类,31,杂粮,347.36,350.3,袋,25kg/袋,2,,1
15338,鹏程冻无颈前排10kg/箱,7,水产肉类,44,猪肉类,339.75,340.81,箱,10kg/箱,2,,1
13099,北大荒稻香米（超级符号系列）六面整形5kg*4/箱,5,米粮类,29,大米,338.84,341.71,箱,5kg*4袋/箱,2,,1
15408,兴达鸭胗（S）1kg*12袋/箱,7,水产肉类,41,禽肉类,337.95,339,箱,1kg*12袋/箱,2,,1
9183,海和无骨带鱼（宽刀）2.5kg/袋,7,水产肉类,42,水产类,337.95,339,袋,2.5kg/袋,2,,1
18163,天云丰花江豆25kg/袋,5,米粮类,31,杂粮,336.15,339,袋,25kg/袋,2,,1
13900,北大荒亲民有机面粉5kg*4袋/箱,5,米粮类,30,面粉,332.06,334.88,箱,5kg*4袋/箱,2,,1
19390,江中食疗纤艳益生菌发酵饮品125ml/包*4包/组*9组/盒*3盒/箱,6,其他食材,37,水饮类,330.0,339,箱,125ml*108盒/箱,2,,1
20311,霸道风车生粉25kg/袋,8,油料类,48,干料类,329.01,337.98,袋,25kg/袋,2,,1
9182,海和无骨带鱼2.5kg/袋,7,水产肉类,42,水产类,326.69,327.7,袋,2.5kg/袋,2,,1
19419,奥昆速冻一口酥（肉松味）20g*400枚/件,1,半成品及制成品,18,速冻面点,324.5,333.35,件,20g*400枚/件,2,,1
9692,福成冻牛尾段2.5kg/袋,7,水产肉类,40,牛肉类,324.43,325.44,袋,2.5kg/袋,2,,1
17740,天云丰绿豆25kg/袋,5,米粮类,31,杂粮,319.34,322.05,袋,25kg/袋,2,,1
11668,鲁花5S压榨一级花生油10L/桶,8,油料类,51,食用油,316.8,325.44,桶,10L/桶,2,,1
9187,海和即食海参500g/袋,7,水产肉类,42,水产类,315.42,316.4,袋,500g/袋,2,,1
18734,蔚县绿豆25kg/袋,5,米粮类,31,杂粮,308.14,310.75,袋,25kg/袋,2,,1
19412,江中食疗健消轻饮益生菌发酵饮品125ml/包*4包/组*9组/盒*3盒/箱,6,其他食材,37,水饮类,308.0,316.4,箱,125ml*108盒/箱,2,,1
19359,江中食疗梨杷甘饮品125ml*108盒/箱,6,其他食材,37,水饮类,305.8,314.14,箱,125ml*108盒/箱,2,,1
6367,河套牌雪花粉25kg/袋,5,米粮类,30,面粉,304.78,307.36,袋,25kg/袋,2,,1
20297,福瑞味精25kg/袋,8,油料类,48,干料类,303.38,311.65,袋,25kg/袋,2,,1
20439,晋之坊山西小米25kg/袋,5,米粮类,31,杂粮,302.66,305.22,袋,25kg/袋,2,,1
20306,佰顺风车生粉25kg/袋,8,油料类,48,干料类,302.5,310.75,袋,25kg/袋,2,,1
18167,天云丰花芸豆25kg/袋,5,米粮类,31,杂粮,296.93,299.45,袋,25kg/袋,2,,1
18123,天云丰大薏米25kg/袋,5,米粮类,31,杂粮,296.93,299.45,袋,25kg/袋,2,,1
18139,立高奥昆榴莲酥（216个）8.64kg/件,6,其他食材,34,烘焙食材,294.53,302.56,件,8.64kg/件,2,,1
19245,韩国细砂糖30kg/袋,8,油料类,48,干料类,291.5,299.45,袋,30kg/袋,2,,1
19230,尚选香卤翅根1kg*10袋/箱,1,半成品及制成品,17,速冻料理,291.5,299.45,箱,1kg*10袋/箱,2,,1
20303,车岚超级生粉25kg/袋,8,油料类,48,干料类,287.84,295.69,袋,25kg/袋,2,,1
9004,穆香源精品冻肥牛砖7.15斤/块,7,水产肉类,40,牛肉类,281.91,282.78,块,7.15斤/块,2,,1
19842,派对国王水果挞（直径：4cm*48块）/盒,6,其他食材,36,食品零食,281.49,289.17,盒,48块/盒,2,,1
19843,派对国王法式柠檬挞（直径：4cm*48块）/盒,6,其他食材,36,食品零食,281.49,289.17,盒,48块/盒,2,,1
19844,派对国王巧克力挞（直径：4cm*48块）/盒,6,其他食材,36,食品零食,281.49,289.17,盒,48块/盒,2,,1
19868,派对国王蓝莓挞（直径：4cm*48块）/盒,6,其他食材,36,食品零食,281.49,289.17,盒,48块/盒,2,,1
19869,派对国王草莓挞（直径：4cm*48块）/盒,6,其他食材,36,食品零食,281.49,289.17,盒,48块/盒,2,,1
19870,派对国王黄桃挞（直径：4cm*48块）/盒,6,其他食材,36,食品零食,281.49,289.17,盒,48块/盒,2,,1
19004,奥昆苹果派（150个）8.25kg/箱,1,半成品及制成品,18,速冻面点,276.1,283.63,箱,8.25kg/箱,2,,1
13468,金龙鱼精选稻花香10kg*3袋/箱,5,米粮类,29,大米,266.68,268.94,箱,10kg*3袋/箱,2,,1
9693,福成冻牛蹄筋2.5kg/袋,7,水产肉类,40,牛肉类,264.73,265.55,袋,2.5kg/袋,2,,1
18630,纳佰味吮指鱼块9.6kg/箱,1,半成品及制成品,17,速冻料理,264.0,271.2,箱,9.6kg/箱,2,,1
16961,金星烤鸭胚（4只）9kg/箱,7,水产肉类,41,禽肉类,259.1,259.9,箱,（4只）9kg,2,,1
20036,风嘉车超级生粉25kg/袋,8,油料类,48,干料类,254.1,261.03,袋,25kg/袋,2,,1
9185,海和深海无骨鲽鱼2.5kg/袋,7,水产肉类,42,水产类,253.46,254.25,袋,2.5kg/袋,2,,1
19217,江中猴姑0糖酥性饼干（三角形、猴头菇6%）散称3kg/箱,6,其他食材,36,食品零食,253.0,259.9,箱,3kg/箱,2,,1
17842,威虎山黑木耳2.5kg/袋,4,干货类,26,干货类,251.9,258.77,袋,2.5kg/袋,2,,1
19358,江中食疗有眼光益生菌发酵胡萝卜饮品125ml*108盒/箱,6,其他食材,37,水饮类,249.7,256.51,箱,125ml*108盒/箱,2,,1
18105,北大荒亲民有机原味挂面400g*30袋/箱,1,半成品及制成品,14,面制品,249.48,256.28,箱,400g*30袋/箱,2,,1
15406,兴达鸭翅中10kg/箱,7,水产肉类,41,禽肉类,243.32,244.08,箱,10kg/箱,2,,1
20351,莲花味精25kg/包,8,油料类,48,干料类,242.55,249.17,包,袋,2,,1
19319,天山红生粉25kg/袋,8,油料类,48,干料类,242.0,248.6,袋,25kg/袋,2,,1
19496,如水松子仁430g/桶,6,其他食材,36,食品零食,242.0,248.6,桶,430g/桶,2,,1
18007,京糖白砂糖25kg/袋,8,油料类,48,干料类,236.5,242.95,袋,25kg/袋,2,,1
18352,京糖绵白糖25kg/袋,8,油料类,48,干料类,236.5,242.95,袋,25kg/袋,2,,1
19433,尚选妙脆鸡排900g*10袋/箱,1,半成品及制成品,17,速冻料理,236.5,242.95,箱,900g*10袋/箱,2,,1
20380,天云丰黑豆25kg/袋,5,米粮类,31,杂粮,235.31,237.3,袋,25kg/袋,2,,1
20364,蔚县黄米面2.5kg*10袋/包,5,米粮类,31,杂粮,235.31,237.3,包,2.5kg*10袋/包,2,,1
20433,晋之坊金苗小米25kg/袋,5,米粮类,31,杂粮,234.72,236.71,袋,25kg/袋,2,,1
20512,龙大美食厚切猪排6kg/箱,1,半成品及制成品,17,速冻料理,233.31,239.67,箱,6kg/箱,2,,1
2257,德青源鲜鸡蛋安全鸡蛋15kg/箱,3,蛋奶类,22,蛋类,232.1,238.43,箱,15kg/箱,2,,1
2250,正大鸡蛋（玉米黄）15kg/箱,3,蛋奶类,22,蛋类,231.0,237.3,箱,15kg/箱,2,,1
16934,正大无抗叶黄素清洁蛋XL240枚/箱,3,蛋奶类,22,蛋类,231.0,237.3,箱,240枚/箱（15kg）,2,,1
18063,晋之坊黄豆25kg/袋,5,米粮类,31,杂粮,228.54,230.47,袋,25kg/袋,2,,1
19572,立高奥昆迷你甜甜圈蓝莓味360g*18个*9袋/箱,1,半成品及制成品,18,速冻面点,227.7,233.91,箱,360g*18个*9袋/箱,2,,1
19586,金沙河黄金苗小米25kg/袋,5,米粮类,31,杂粮,227.46,229.39,袋,25kg/袋,2,,1
17781,梅花味精25kg/袋,8,油料类,48,干料类,227.11,233.3,袋,25kg/袋,2,,1
18632,桂林干米粉25kg/袋,4,干货类,26,干货类,225.5,231.65,袋,25kg,2,,1
9390,福成冻牛肉丝2.5kg/袋,7,水产肉类,40,牛肉类,225.3,226,袋,2.5kg/袋,2,,1
15407,兴达鸭二节翅（L）10kg/箱,7,水产肉类,41,禽肉类,225.3,226,箱,10kg/箱,2,,1
8998,福成冻牛林片2.5kg/袋,7,水产肉类,40,牛肉类,225.3,226,袋,2.5kg/袋,2,,1
16092,金象牌高筋粉22.7kg/袋,5,米粮类,30,面粉,224.1,226,袋,22.7kg,2,,1
16969,窦店益生眼肉西冷,7,水产肉类,40,牛肉类,223.05,223.74,斤,散装,2,,1
13267,福临门非转基因一级大豆油10L*2桶/箱,8,油料类,51,食用油,222.2,228.26,箱,10L*2桶/箱,2,,1
13473,金龙鱼非转基因大豆油10L*2桶/箱,8,油料类,51,食用油,220.0,226,箱,10L*2桶/箱,2,,1
9946,穆香源精品冻羊肉卷2.5kg/卷,7,水产肉类,43,羊肉类,219.67,220.35,卷,2.5kg/卷,2,,1
16474,中水海中金狭鳕鱼块（明太鱼30-50g）5kg/箱,7,水产肉类,42,水产类,219.67,220.35,箱,5kg/箱,2,,1
14398,卓宸鲜牛柳片2.5kg/包,7,水产肉类,40,牛肉类,219.67,220.35,包,2.5kg/包,2,,1
13249,窦店益生冻羔羊后腿包2.5kg/袋,7,水产肉类,43,羊肉类,219.67,220.35,袋,2.5kg/袋,2,,1
20489,惠发玉米大烤肠2.1kg*8包/箱,1,半成品及制成品,17,速冻料理,218.85,224.81,箱,2.1kg*8包/箱(238-240根),2,,1
20363,蔚县黄米面25kg/袋,5,米粮类,31,杂粮,218.5,220.35,袋,25kg/袋,2,,1
16127,贝蒂斯橄榄油500ml*2/盒,8,油料类,51,食用油,216.7,222.61,盒,500g,2,,1
20414,晋之坊黑米25kg/袋,5,米粮类,31,杂粮,216.19,218.02,袋,25kg/袋,2,,1
13470,金龙鱼学生餐专用油10L*2桶/箱,8,油料类,51,食用油,215.6,221.48,箱,10L*2桶/箱,2,,1
17988,花旗起酥油16kg/箱,6,其他食材,34,烘焙食材,215.19,221.06,箱,16kg/箱,2,,1
19742,麻姑米粉20kg/箱,4,干货类,26,干货类,214.5,220.35,箱,2kg*10袋/箱,2,,1
17999,双汇新香嫩烤香肠1.9kg*6袋/箱,1,半成品及制成品,17,速冻料理,211.2,216.96,箱,1.9kg*6袋/箱,2,,1
13471,金龙鱼非转基因玉米油10L*2桶/箱,8,油料类,51,食用油,211.2,216.96,箱,10L*2桶/箱,2,,1
13266,福临门非转压榨玉米油10L*2桶/箱,8,油料类,51,食用油,211.2,216.96,箱,10L*2桶/箱,2,,1
17585,正大无抗叶黄素清洁蛋L240枚/箱,3,蛋奶类,22,蛋类,209.0,214.7,箱,240枚/箱（13.2kg）,2,,1
15385,正大8拖鲜鸡蛋（红标）15kg/箱,3,蛋奶类,22,蛋类,209.0,214.7,箱,15kg/箱,2,,1
18493,天云丰黄金苗小米25kg/袋,5,米粮类,31,杂粮,207.29,209.05,袋,25kg/袋,2,,1
19429,奥昆法式奶香片10个*14包/箱,1,半成品及制成品,18,速冻面点,206.8,212.44,箱,10个*14包/箱,2,,1
11664,鲁花高油酸花生油（铁桶装）5L/桶,8,油料类,51,食用油,205.7,211.31,桶,5L/桶,2,,1
12405,古币芝麻香油5L/桶,8,油料类,51,食用油,205.7,211.31,桶,5L/桶,2,,1
9389,福成鲜牛腩丁2.5kg/袋,7,水产肉类,40,牛肉类,205.59,206.23,袋,2.5kg/袋,2,,1
16422,粒青香水煮脱壳鹌鹑蛋2.5kg*4包/袋,3,蛋奶类,22,蛋类,204.6,210.18,袋,2.5kg*4包/袋,2,,1
6303,美玫低筋面粉22.7kg/袋,5,米粮类,30,面粉,203.93,205.66,袋,22.7kg/袋,2,,1
13296,海和深海无骨黄花鱼1kg/袋,7,水产肉类,42,水产类,202.77,203.4,袋,1kg/袋,2,,1
19523,亚洲渔港蒜蓉粉丝扇贝200g*12袋/箱,1,半成品及制成品,17,速冻料理,202.4,207.92,箱,200g*12袋/箱,2,,1
17986,江西米粉25kg/袋,4,干货类,26,干货类,202.18,207.69,袋,25kg/袋,2,,1
16944,恒享小海每磅31-40大虾仁，15-17%冰衣,7,水产肉类,42,水产类,200.52,201.14,袋,2.5kg/袋（145-188只/袋）,2,,1
19431,立高奥昆速冻老婆饼10.4kg/箱,1,半成品及制成品,18,速冻面点,200.2,205.66,箱,10.4kg/箱,2,,1
20379,天云丰大黄米25kg/袋,5,米粮类,31,杂粮,198.1,199.78,袋,25kg/袋,2,,1
2251,正大8拖升级版鸡蛋240枚/箱,3,蛋奶类,22,蛋类,198.0,203.4,箱,240枚/箱,2,,1
18427,六必居-童子瓜1kg*6袋/箱,1,半成品及制成品,12,酱菜,198.0,203.4,箱,1kg*6袋/箱,2,,1
13258,福成冻牛腩小块2.5kg/袋,7,水产肉类,40,牛肉类,197.14,197.75,袋,2.5kg/袋,2,,1
9388,福成鲜牛腩小块2.5kg/袋,7,水产肉类,40,牛肉类,197.14,197.75,袋,2.5kg/袋,2,,1
20369,天云丰长江米25kg/袋,5,米粮类,31,杂粮,196.09,197.75,袋,25kg/袋,2,,1
13466,金龙鱼精选稻花香25kg/袋,5,米粮类,29,大米,196.09,197.75,袋,25kg/袋,2,,1
20062,立信奥尔良烤鸡10kg/箱,1,半成品及制成品,17,速冻料理,195.8,201.14,箱,10kg/箱,2,,1
18842,海底捞筷手小厨麻辣香锅底料5kg/桶,8,油料类,52,汁料类,194.33,199.63,桶,5kg/桶,2,,1
9118,华都单冻琵琶腿（80/100）10kg/箱,7,水产肉类,41,禽肉类,192.63,193.23,箱,10kg/箱,2,,1
16933,正大无抗玉米黄鸡蛋L240枚/箱,3,蛋奶类,22,蛋类,192.5,197.75,箱,240枚/箱（12kg）,2,,1
2258,德青源水峪鲜鸡蛋15kg/箱,3,蛋奶类,22,蛋类,192.06,197.3,箱,15kg/箱,2,,1
14399,卓宸鲜牛霖片2.5kg/包,7,水产肉类,40,牛肉类,191.51,192.1,包,2.5kg/包,2,,1
9007,福成鲜牛肉块2.5kg/袋,7,水产肉类,40,牛肉类,191.51,192.1,袋,2.5kg/袋,2,,1
9010,窦店益生冻牛腩块2.5kg/袋,7,水产肉类,40,牛肉类,191.51,192.1,袋,2.5kg/袋,2,,1
9392,福成冻牛腩2.5kg/袋,7,水产肉类,40,牛肉类,191.51,192.1,袋,2.5kg/袋,2,,1
9391,福成冻牛肉块2.5kg/袋,7,水产肉类,40,牛肉类,191.51,192.1,袋,2.5kg/袋,2,,1
16963,福成牛肋排段2.5kg/袋,7,水产肉类,40,牛肉类,191.51,192.1,袋,2.5kg/袋,2,,1
2249,正大无抗鲜鸡蛋240枚/箱,3,蛋奶类,22,蛋类,191.4,196.62,箱,240枚/箱,2,,1
18714,牛头牌沙茶酱3kg/桶,8,油料类,52,汁料类,190.58,195.77,桶,3kg/桶,2,,1
16968,窦店益生外脊西冷,7,水产肉类,40,牛肉类,189.25,189.84,斤,散装,2,,1
9104,六和鸭翅中10kg/箱,7,水产肉类,41,禽肉类,189.25,189.84,箱,10kg/箱,2,,1
17844,新疆去核枣10kg/箱,4,干货类,26,干货类,188.76,193.91,箱,10kg/箱,2,,1
19762,金像牌B面包小麦粉22.7kg/袋,5,米粮类,30,面粉,187.12,188.71,袋,22.7kg/袋,2,,1
19494,如水山核桃仁400g/盒,6,其他食材,36,食品零食,187.0,192.1,盒,400g/盒,2,,1
17849,天邦腐竹4.5kg/捆,4,干货类,26,干货类,187.0,192.1,捆,4.5kg/捆,2,,1
19420,高贝手撕包270g*36个/箱,1,半成品及制成品,18,速冻面点,187.0,192.1,箱,270g*36个/箱,2,,1
9120,华都单冻琵琶腿（100/120）10kg/箱,7,水产肉类,41,禽肉类,187.0,187.58,箱,10kg/箱,2,,1
16945,恒享小海每磅51-60中虾仁，15-17%冰衣,7,水产肉类,42,水产类,185.87,186.45,袋,2.5kg/袋（238-282只/袋）,2,,1
18038,晋之坊圆江米25kg/袋,5,米粮类,31,杂粮,185.31,186.88,袋,25kg/袋,2,,1
19981,天云丰黄豆25kg/袋,5,米粮类,31,杂粮,184.88,186.45,袋,25kg/袋,2,,1
18347,天云丰八宝米25kg/袋,5,米粮类,31,杂粮,184.88,186.45,袋,25kg/袋,2,,1
20511,麦肯三角薯饼净含量9kg/箱,1,半成品及制成品,17,速冻料理,184.8,189.84,箱,9kg/箱,2,,1
17755,亿麦琳花椒2.5kg/袋,8,油料类,48,干料类,184.8,189.84,袋,2.5kg/袋,2,,1
17856,南昌米粉20kg/袋,4,干货类,26,干货类,184.8,189.84,袋,20kg/袋,2,,1
20342,奥昆蓝莓馅甜甜圈（90个）750g*6袋/箱,1,半成品及制成品,18,速冻面点,183.65,188.65,箱,750g*6袋/箱,2,,1
9119,华都单冻琵琶腿（120/130）10kg/箱,7,水产肉类,41,禽肉类,183.62,184.19,箱,10kg/箱,2,,1
